timestamp,hash,size
2019-10-01 08:34:51 UTC,00000000000000000012b9fb6e76faab2659ac3f1c88a356dea1047160b0e3c5,1139024
2019-10-01 08:49:05 UTC,0000000000000000001047164659ccd8c2fbf32b32d1e0bd00e5c01ad6e6a4d8,1257187
2019-10-01 08:49:07 UTC,000000000000000000157bb966edc442ff64792707d6ec8cc4c54653d1d7d849,906233
2019-10-01 08:56:26 UTC,0000000000000000000cc6a5ad5dd612c5e7299d2680989c63c3abe1d8dac169,964775
2019-10-01 09:06:15 UTC,00000000000000000001a6c89d1f7aee58f38b0879371cc6fc59d4b0fa5f641d,1158168
2019-10-01 09:10:26 UTC,000000000000000000107213eca4ee1fd2baa125d36af9e7fc58855356ef2846,494318
2019-10-01 09:21:46 UTC,00000000000000000010185f19b54bf8978052ede242c70e88fbdd6cbef5c952,1290790
2019-10-01 09:23:48 UTC,00000000000000000010740ca258211338553d1cb9fc1f1236b67f8ff1f4e66a,247400
2019-10-01 09:41:58 UTC,0000000000000000000a8e8aa04927a7bd5937c06eb451954df2c662dddc2f91,1300565
2019-10-01 10:07:59 UTC,00000000000000000003b83eba0e12071a71501733a940c8b80184ce47d098a0,1348408
2019-10-01 10:09:55 UTC,00000000000000000005100ddfa0f0173bf3b540f22ecbdbff5db86de4a9fa9d,1206502
2019-10-01 10:21:52 UTC,000000000000000000042a90305f0e4bdd77305b6fe011a1cce7dedcb16b557f,1276775
2019-10-01 10:36:37 UTC,00000000000000000002fc5679f64f7fe636318ade80bb75f4978d0c75658eb0,1271758
2019-10-01 10:46:26 UTC,00000000000000000005f8920febd3925f8272a6a71237563d78c2edfdd09ddf,1217775
2019-10-01 11:36:23 UTC,000000000000000000061b82466f5aef92d169f044f2ac38660ab402fe9d1de4,1287658
2019-10-01 11:38:26 UTC,00000000000000000008ffdacf4828500022c00b667d97823b975e827de20b50,1405273
2019-10-01 11:41:17 UTC,0000000000000000000eff6412c1d57b3c764e656db86d885074050eaa8e33de,1252197
2019-10-01 11:54:11 UTC,000000000000000000018d72276c2f5b48e33c8039afd29e9064b019956af82b,1264125
2019-10-01 12:04:08 UTC,00000000000000000009a640a7b9ef114a05dc3dc7d31ac16fd0c0c37b3cb0b2,1268554
2019-10-01 12:05:58 UTC,0000000000000000000b0ffd96747c55948e2e75ac8b6996d124e449e4cb3b79,1103481
2019-10-01 12:23:25 UTC,0000000000000000000dc2f7f4410375a23dca33ee61067edf689a89bfab0d05,1417235
2019-10-01 12:23:54 UTC,0000000000000000000be4b233cfba0daee8234c59411087aa28b32dea118380,1184806
2019-10-01 12:33:38 UTC,00000000000000000009c19fe27e812b59789de8d37189ceebb8a5a7a63a66f0,1226686
2019-10-01 12:34:50 UTC,00000000000000000014abfbc205b1bc1bf213a5b93a809966c0409b16bf5c36,815936
2019-10-01 12:36:46 UTC,00000000000000000012b50433247e90b1fbe7671b6e456efd10381309d508a9,311989
2019-10-01 12:40:23 UTC,0000000000000000000b11671e69923067c21241c8ab16d65f08ae62b86f063f,571384
2019-10-01 12:45:35 UTC,00000000000000000012b1340a956cf4a0fce3043f612a982ed4d5a530faa56d,716034
2019-10-01 12:48:56 UTC,000000000000000000122d38a0f6d4c4ceb69d2b4e50de4506221524339dc7be,421350
2019-10-01 12:58:29 UTC,00000000000000000010009c52a9ce53d3189eaeb49ebde999b06b96b287ce2d,1305634
2019-10-01 13:00:40 UTC,000000000000000000013cf3089aeb5f455c6396524a02c80c76ef03962b9165,440517
2019-10-01 13:26:27 UTC,00000000000000000010c304de7686e9a38a937d5d38d5496bdc5bb23de798f7,1081024
2019-10-01 13:46:41 UTC,0000000000000000000fc3bebb557b170dd585703819b618a18054607ca9268f,1111663
2019-10-01 13:47:14 UTC,00000000000000000006c89bd56a73ca3bdeaea14e0d3b5d21d84ceacc309ca0,1488965
2019-10-01 14:10:31 UTC,000000000000000000024f94d7c623a2345d197ca34c79b6fdc02c18a720f391,1421677
2019-10-01 14:17:50 UTC,0000000000000000000a52cde642be5fe24212eb1445ae78310bdd4c73901730,1355109
2019-10-01 14:31:33 UTC,00000000000000000010953fd59417fba43ffb95ec6436fa32f0406162de8d0d,1223686
2019-10-01 15:00:53 UTC,00000000000000000000296ab27395e554057d80e16865a30b6ecc55923ad0ab,1345938
2019-10-01 15:14:31 UTC,00000000000000000010b9c274b572c231acf5b93f0c4d3a0c6bfb487a929b5f,1336787
2019-10-01 15:19:31 UTC,000000000000000000024ea3a9440a7fb00f1c6a985090babb45a7ef9ad3b9a5,1229341
2019-10-01 15:20:28 UTC,00000000000000000010ff4e79497f50918c765f12613276275336e1aa654b42,1133682
2019-10-01 15:25:38 UTC,0000000000000000000b9037878f984b8971f2e15d749f7de8d76633577c1348,1155553
2019-10-01 15:48:47 UTC,00000000000000000006562e251b8875753d67b6b6dbbab5a4e20034756c3b4c,1356809
2019-10-01 15:50:40 UTC,00000000000000000006ff172da23b3371f58fdc28477a312dfcb93a100965b9,1351469
2019-10-01 15:58:17 UTC,000000000000000000140646e9c4c74734199961ad0e27b7cb5b28b1e738d790,1219683
2019-10-01 16:14:08 UTC,0000000000000000000b8d3f0f59c4049c138625fa373b46ba8bd4a44e6e453d,1336871
2019-10-01 16:15:39 UTC,00000000000000000007536068fc02df33331cf520300ed8f829fcfa08901302,1656572
2019-10-01 16:17:30 UTC,00000000000000000010ba95b002a1bfb3881211a69016894cb534f1db2d9029,1133749
2019-10-01 16:25:16 UTC,0000000000000000000e9d18d5aa5171da5197ec05e70f13f11cb3e4b0e5a017,1222281
2019-10-01 16:50:12 UTC,00000000000000000006705be86a432f98b03395f788d93c539cf577dc96a522,1277279
2019-10-01 16:55:29 UTC,00000000000000000004b27ba197058f71c2b7781b0d525674dddcf687ec5cfe,1433527
2019-10-01 17:02:06 UTC,000000000000000000096892d9455d4eaeff6749764932b8d241686a46b2aec1,1265409
2019-10-01 17:21:17 UTC,0000000000000000000a8b7a4e23e15a7d0a952c549e768091e4ed60e1a1ce10,1302577
2019-10-01 17:26:32 UTC,0000000000000000000e5ae413d8b950d626fd6acf6724cf52292e12bf6faa5f,1272325
2019-10-01 17:56:46 UTC,0000000000000000000983c293c2913553b7703b2e466bec3342bffd5787e326,1323959
2019-10-01 17:57:05 UTC,0000000000000000000ea135833492fc947a8d283a6873de79fa14c89652a7ea,1424536
2019-10-01 17:57:19 UTC,00000000000000000001ab3fbcc779571e54c7122d432c8ef52abdf04984960e,309
2019-10-01 17:59:52 UTC,00000000000000000006b167bec5930eb141ba870bc10bb916da3057273df4d7,1253493
2019-10-01 18:00:11 UTC,00000000000000000013d856475b098833e572b15550fbf7ca8647bb52adf5f3,1141245
2019-10-01 18:10:32 UTC,000000000000000000090618d432b55e86cc4be2d9993ad640495bab873c4e72,1310540
2019-10-01 18:19:20 UTC,000000000000000000030cd4777ee7cca6af741b1e8606690784fd30db98efe8,1304176
2019-10-01 18:29:29 UTC,0000000000000000000aaaecc1a727a74198bc6e989c63b1134655991eaecf33,1347723
2019-10-01 18:32:22 UTC,000000000000000000049e21a0cdf0f334c030654fce241b4b5486e761c1ceea,1172853
2019-10-01 18:33:30 UTC,0000000000000000000dca08f3770bda52d08859da51842afb8d15bbe0a8dd45,1082417
2019-10-01 18:34:13 UTC,00000000000000000010be37e4013f2c1e7e43d19bdcfdf3c469b1a8ac9c122f,1086212
2019-10-01 18:42:07 UTC,00000000000000000015a3b57039cbbc57b91bb5bec15eca9208105fb87367c6,1214249
2019-10-01 18:46:59 UTC,00000000000000000007cb560dc92836c24e2ead22adec8b0a85f00bce7b718c,1187610
2019-10-01 19:16:13 UTC,0000000000000000001567d0b5bef12d68573fb188e1e0eb7c8a9e2184a38086,1495786
2019-10-01 19:17:14 UTC,0000000000000000000ff003c649a1317ce281e24d25ea714e432889d0555036,1264315
2019-10-01 19:28:07 UTC,00000000000000000011b042897133a6569927339a5ed5a329f198df5578fa9d,1334566
2019-10-01 19:34:32 UTC,00000000000000000008e370097e86a25745579c4918e10e07a69963b7f6307e,1217200
2019-10-01 19:43:45 UTC,0000000000000000000b580d55dcc9e7acef1bc92889dd4c3dd54498c1a69bd5,1390090
2019-10-01 19:48:22 UTC,000000000000000000126f489c341a7fba2c94a9a34318ab627b72f9e73f730a,1359661
2019-10-01 19:54:12 UTC,000000000000000000091c01c6cace3552c79dd90137e6f4b61fea7e1ce321b1,890559
2019-10-01 19:54:17 UTC,00000000000000000001e9690c304d2325a0040711a43946efff1968a539ebbd,13120
2019-10-01 19:54:56 UTC,00000000000000000013329a29e4dc8598cae7b9911e0055a062f29426fc4ae7,236642
2019-10-01 20:20:53 UTC,00000000000000000001336ac4801fe3e6983d3287e302f28d9ff3c331184788,1418997
2019-10-01 20:36:47 UTC,00000000000000000001ac931d8783356b55300a7022c3b6a115d69a26d9745f,1320836
2019-10-01 20:47:33 UTC,0000000000000000000a49b2e80b0a1b735b2dcb8bbb5cf2d2067c607709c863,1283879
2019-10-01 20:53:25 UTC,00000000000000000014f4713cb2fa43eb33a085cb73f20d820a9678c28e19a0,1183937
2019-10-01 20:54:59 UTC,0000000000000000001226d29a581b6318c005140a7377f5f35d94590c2f8f6e,1009268
2019-10-01 21:10:32 UTC,0000000000000000000280b8a509ad4ee7ec5c0affe14d84d1639f9d70a2e33b,1400661
2019-10-01 21:29:24 UTC,000000000000000000006d66ea76eb955fdf5f2232052aa19c8daa8d328a42b3,1275031
2019-10-01 21:34:59 UTC,00000000000000000001de5753c62d3a7943f1f1b9b526d8ec7bc00c4a9f1043,1196148
2019-10-01 21:36:57 UTC,0000000000000000000e791775423873f28a4e97677e08335eb51533f9939f06,360084
2019-10-01 21:47:18 UTC,000000000000000000006fb0a2f1f5f24633eb7189e4976a72625836092f2869,1195123
2019-10-01 22:05:21 UTC,0000000000000000000bee453696b7e1b3e230cc16d089b5cc9197fa631686ae,1299559
2019-10-01 22:20:08 UTC,00000000000000000009b1075d619eec48cd28f3ac71da5cf905f69190d58561,1283186
2019-10-01 22:22:38 UTC,000000000000000000094bd5c81b6eda6242127addb0172fe951300700aae3ab,1182575
2019-10-01 22:54:38 UTC,00000000000000000000f618d7945a114dea1d174eafc4e95e5dfadad8c42e26,1406042
2019-10-01 23:00:59 UTC,000000000000000000023b8743894d92fd8bb5b27e7dd87666828cbfc94921bb,1342774
2019-10-01 23:04:36 UTC,00000000000000000002059ddd10afb5209d478b8069f52c7ebbdec1c0d75a62,705863
2019-10-01 23:22:22 UTC,000000000000000000003422f90cedee5d2d769879e8c3db0307698aa9676442,1339133
2019-10-01 23:48:26 UTC,000000000000000000015449a5fe6f40509fd85ae18e5a5cdf389c3068f10d57,1325812
2019-10-01 23:52:21 UTC,0000000000000000000cb4158b06b297e3432773baa0d6f9427c0e40c61df407,933112
2019-10-01 23:59:41 UTC,00000000000000000002c216f7ebb65ea776d669aeb3039007c57d9441bfa673,520248
2019-10-02 00:08:06 UTC,000000000000000000152b390c001235f30be9ea884b265f21ceab31ffb2d627,905466
2019-10-02 00:21:59 UTC,00000000000000000014338f215fad24f1193cfb95125821fea1012e2c801829,1098460
2019-10-02 00:24:58 UTC,00000000000000000005a798ed4bfd455bb2fcf11e1e70d8c390aec1b182ead1,256603
2019-10-02 00:32:44 UTC,0000000000000000000739c29205a7ffcf213d2ca9ceeef73e73e461e68dba34,648393
2019-10-02 00:34:08 UTC,000000000000000000019dae616d19f6d8deef5957eb0748577d769f4be6dfcd,152611
2019-10-02 00:43:26 UTC,0000000000000000000e8f4a7df614885b9326544e14fbbcaad46871c6ed9fbd,690065
2019-10-02 00:50:36 UTC,000000000000000000099248a5fc7617ae1d667db1c381692768b18517c9e782,627235
2019-10-02 00:55:27 UTC,0000000000000000000d14f64d18825c008906731b20d3ba62fc021a01ac06bb,452773
2019-10-02 01:17:03 UTC,0000000000000000000acc14d484d12635bc8d15091108c74f9db731d458c2a6,1373503
2019-10-02 01:19:34 UTC,00000000000000000010e3fa20de7725540c0bf6752615319e6b0cac9c4946cd,524207
2019-10-02 01:46:04 UTC,0000000000000000000c1e62c00511836649c47c9a835af4cf35fc8c0b009e22,1291133
2019-10-02 01:57:24 UTC,0000000000000000000811a031f1fd1309eecdab9a3ad73487a479a4011dc051,1182522
2019-10-02 02:03:31 UTC,000000000000000000105aa192bbe997ba7ad389be071d9f3c091e867f6f3c38,1287334
2019-10-02 02:09:03 UTC,000000000000000000038fe5e0ab861daf063f052106d735cf8e7a436e738439,800466
2019-10-02 02:17:49 UTC,0000000000000000000aa7a5ba602f373c130c54b22e21066ca9adfb8160d31a,949158
2019-10-02 02:19:22 UTC,0000000000000000000b49be001c6118a43ecfd0837cad93b24b38b386b1e91f,164945
2019-10-02 02:21:58 UTC,00000000000000000012b156c7b6f4581430bed444301badb1c17c7cd6d3dba4,314604
2019-10-02 02:51:44 UTC,0000000000000000000bb574979a4e4d819e18023764114fe8e204b63902c9c3,1354939
2019-10-02 03:21:50 UTC,000000000000000000102cf1e6a3be5db2797c8ab070b51fd3f8e7dadd526df0,1386478
2019-10-02 03:35:47 UTC,0000000000000000000a6802ebe7c002879eab88754728af99db95554ef01e60,1234664
2019-10-02 03:55:53 UTC,0000000000000000000d4582f0115a2456c9676c43a89237d07b06c427f371c2,1323835
2019-10-02 04:02:29 UTC,0000000000000000000398c7e677795f26068b6250987f5eb0931c289be35a9d,1144574
2019-10-02 04:05:26 UTC,00000000000000000004c874e835d42c89f5245275575bf637ecedbca6622ba1,1173616
2019-10-02 04:10:14 UTC,0000000000000000000cc5b4d178a0f970ef7d6620262a592a82599db77be597,709241
2019-10-02 04:18:24 UTC,000000000000000000044c7d4298e4e9c731776ab867932921ba732986045f35,850072
2019-10-02 04:30:29 UTC,0000000000000000000c96a7596265af01d1f23a2ce6ca1f3fe8815571183efb,1145041
2019-10-02 04:38:34 UTC,000000000000000000015547b5f65e288a48ae3a23af514151b70abc12e94da3,766170
2019-10-02 04:44:29 UTC,0000000000000000001343f28feffd5584a71c243ea05a1ee5a4070ade90ce08,537381
2019-10-02 04:50:14 UTC,00000000000000000006431964e70fc10335b7d72b92e535fc71979d12441169,589835
2019-10-02 04:58:20 UTC,00000000000000000008cdcf6009f0e41ec9119ef9c5994dc11296b787e4cbb6,633759
2019-10-02 05:02:49 UTC,000000000000000000001ece6ac591aa68dd5e7faeb35a44938f0bdf0f68f775,13651
2019-10-02 05:03:10 UTC,000000000000000000065dce1a4e100f9a4d0e3874cae4490ce46216c47a9aa8,351343
2019-10-02 05:07:48 UTC,0000000000000000000354e6efe31efde59705f7c690a7f7117039934b1cf6d1,428176
2019-10-02 05:27:27 UTC,0000000000000000000c9d82a2ad72884510fa13ebacb4304595859c39ddb21f,1295233
2019-10-02 06:00:13 UTC,00000000000000000002d30b9088b857747bb7419cc841fc1984dc1241c3c068,1334985
2019-10-02 06:01:49 UTC,00000000000000000015ac93c1301f958d911a41d7bc3ea57b9c2cdce755a31a,1192747
2019-10-02 06:06:06 UTC,0000000000000000000861ecd21e0aacc7740fe8b57810b97a7cfbe29c9f73fa,684135
2019-10-02 06:07:11 UTC,00000000000000000005ec368fec7cf8cbd3b3b287ed1f32c4d9353ca937d13e,200187
2019-10-02 06:22:05 UTC,0000000000000000001336825d3f04c5291dded517e3f44e6ab34b014bbb0190,1219700
2019-10-02 06:22:24 UTC,00000000000000000007dc82370d820bf436a2486897e93d61d3ebf5151fe2dc,407627
2019-10-02 06:22:47 UTC,000000000000000000136d85bcbb870e29426a0711cc6ccc3282d6dd72546d84,50694
2019-10-02 06:27:26 UTC,000000000000000000006328c5f8851d829efa30f336d28e293a8a8a24a1723c,525036
2019-10-02 06:29:14 UTC,0000000000000000000819f7b4bbc97601f4110e4608ba48a7ad7796645e0c1b,123433
2019-10-02 06:29:54 UTC,00000000000000000014c0649515f9d6d2fae0c53a3249f55cab56a551733a99,50347
2019-10-02 06:31:54 UTC,000000000000000000097cf61239767f9a777c7484eed61110a0b477ff73b652,198669
2019-10-02 06:33:36 UTC,0000000000000000000ba1793492303040d9cda45be39b4a0bb9b02e5b603281,217941
2019-10-02 06:48:12 UTC,0000000000000000000de49a0f81cdd98143a780749431a444c016cb92f5b0bc,1260614
2019-10-02 07:03:08 UTC,000000000000000000022c0a76e9e9cb931a3be8731b7360b90525d9a32c98e3,1254561
2019-10-02 07:05:16 UTC,0000000000000000000bdc45230fa9fe3c0a2e1ab1947d38d5ccfb68f2eefab8,395602
2019-10-02 07:07:42 UTC,0000000000000000000368217f85b2e8f02b66b2a71e8b1534e32bd6ce5215b4,275575
2019-10-02 07:12:58 UTC,0000000000000000000d901cac6879a91df0f59c859195f46c37e5f26856c6a1,594663
2019-10-02 07:13:10 UTC,0000000000000000000bcc6fd3ccaec259a74437afe8a0f5a4695754cec7b166,5376
2019-10-02 07:21:56 UTC,00000000000000000007879fc53d0718a49255d2c85e753dc0509591b3751f44,867603
2019-10-02 07:40:44 UTC,000000000000000000123c2edd1eb25289ade4eb7d3b412779ae8e78488400e8,1297607
2019-10-02 07:42:33 UTC,0000000000000000000016b677f13685f8a4a18e5a7448b5d18064b0ac866979,588200
2019-10-02 07:52:12 UTC,00000000000000000002e0348e136d694ec0ba3c279d187b9a1e1ddbecf5fb62,1164788
2019-10-02 08:11:15 UTC,000000000000000000079bf4238030cd8e6005e92ed7d97f7691590f4e0d6f3c,1191297
2019-10-02 09:16:14 UTC,0000000000000000001570ad92509ead3a8fdb3464b0e7019a6cdcbb0d414aea,1254083
2019-10-02 09:26:42 UTC,00000000000000000002f2b29dd00673685144f7915d8053c220f9670de45c8a,1533741
2019-10-02 09:34:20 UTC,000000000000000000097a34945d905abd887972f0f38554dea1a37b56cd9870,1297916
2019-10-02 09:55:07 UTC,0000000000000000000a48114166ccb0b39984edf611be0e22e6cfc1234bb28d,1356984
2019-10-02 09:58:27 UTC,0000000000000000000117158cd08fa20c703ee0d5667369243e37cbd42168aa,1205986
2019-10-02 10:07:44 UTC,000000000000000000141171551bbd75c2d6854eb2a777c78cdbaf02cb1b3c44,1344726
2019-10-02 10:11:05 UTC,000000000000000000152e3c363032fa046f2be5237b872a79e2cb5ca4e0023f,1462295
2019-10-02 10:11:29 UTC,00000000000000000009bea5476bcd98dcefec615c783998c788dad82ee10996,1348711
2019-10-02 10:20:26 UTC,0000000000000000000836e46056fead1475e1454c541f7c80516e5120d3f878,1229923
2019-10-02 10:35:30 UTC,000000000000000000014b55777c16f6e71dda52677a8e68b57092a2de3fb980,1299293
2019-10-02 10:41:55 UTC,0000000000000000001236b2fdd9eaa9c89853c0f0e87196355e1aed3dc8f89d,1210929
2019-10-02 10:42:39 UTC,0000000000000000000017e9a89c856a99a52f8a192e8c4b3419fbb1230c9132,1172387
2019-10-02 10:43:36 UTC,0000000000000000000b69b510199bb0c41f08e483ef53e77f0300b3aa63a42a,891995
2019-10-02 10:51:37 UTC,0000000000000000000eeb61f4334ceee1b814987e1dfca42c67d3b889039a6b,1060712
2019-10-02 11:11:05 UTC,0000000000000000000aed694cee8f34d83a6c518e7c5c6d75f7d3d38a11b06e,1300065
2019-10-02 11:22:06 UTC,00000000000000000004e3350d5f28f5cab5f13728762e110ca27aa05271d7ac,1293059
2019-10-02 11:23:44 UTC,0000000000000000000314719d59cede37e5b0eddf75cd9f52a729ceacfd1176,719146
2019-10-02 11:37:21 UTC,0000000000000000000279396f5fbd94cda00e8039632f7e5183785278ab8a8e,1333724
2019-10-02 11:40:31 UTC,00000000000000000000b2288ee16485ae5392b49eca97ae795038700e27a606,984300
2019-10-02 11:49:41 UTC,000000000000000000045335b7206f764460b2447fd3f7293f0158a8b89d4b9a,1017168
2019-10-02 11:52:37 UTC,00000000000000000008fd6ead2fc9e059992af0b4a963da5e3aec37160eb7bb,460947
2019-10-02 12:03:45 UTC,000000000000000000026b85f4e896601aea28089192300c0c34e1cd41b78ac7,1265604
2019-10-02 12:04:17 UTC,000000000000000000143888b37c10b7cdb431753e0dd5bef21c9d02339dfe72,253710
2019-10-02 12:30:22 UTC,0000000000000000000d3ecca795300d4eb0b432f07f5108411db1dbb6b88ea2,1377108
2019-10-02 12:33:10 UTC,0000000000000000000581292750484f48e85bc2de54c2658a4a774da2095880,1454495
2019-10-02 12:54:50 UTC,000000000000000000018650f53852ce2b44eb797ed78baaeb4efa816db20742,1337953
2019-10-02 13:01:32 UTC,000000000000000000156c98e61e3b54e33530500d44ebb5dd4a69829d0ce498,1290715
2019-10-02 13:03:55 UTC,000000000000000000056564642e1a98a004e873cce222d8432a9043288ae56e,1271141
2019-10-02 13:04:43 UTC,00000000000000000014644c2dbbf5b7b5221af7c314dfdef8994b3346b55361,696509
2019-10-02 13:10:08 UTC,000000000000000000092bba97167536ba7cba49d640463662e2363cc769b2dd,1037766
2019-10-02 13:17:21 UTC,00000000000000000002655675a0cfa828ba1bb64ea35f1bb0df2055413c4d54,1199295
2019-10-02 13:19:15 UTC,0000000000000000000b447d54976a042a004a549e518fef6f4e7174aa30c20e,1052470
2019-10-02 13:33:58 UTC,000000000000000000159b193d1016964b82d65e6618ff041b455b490b25f3c1,1270965
2019-10-02 13:44:58 UTC,00000000000000000004053d17d351c37f369ed3e2b55a8d5fc7b2c27a813dcb,1390591
2019-10-02 13:46:27 UTC,0000000000000000000a0244a5ab6fc0ff98d5e38eb7aaff81373e2933d2b51b,1069707
2019-10-02 13:51:23 UTC,00000000000000000014b2e456a67ee3e409a2927b1ff27abc38f1718d145c0d,1134071
2019-10-02 13:57:51 UTC,00000000000000000011c090921910a2c5b192f55ae4d0b3e574c69c937d82bf,1221885
2019-10-02 14:08:10 UTC,0000000000000000000a0c7e8d774f15fbf9ab56e6492a505b799ffd6bcf3659,1250511
2019-10-02 14:26:42 UTC,0000000000000000000a05f255c33c6e46170968ce88c1f392d9a3a973122b6b,1210814
2019-10-02 14:26:58 UTC,00000000000000000003cf7e9ce780d088ec400dae8b6d7b17e7040559e9289b,1231926
2019-10-02 14:52:24 UTC,0000000000000000000ead691b6a0c14838ab867d327c588ab848dc9d261e62e,1323603
2019-10-02 14:54:33 UTC,0000000000000000001311e9a8a79b665f366560d471bbed0f8b8a5c7dca90d0,1255717
2019-10-02 14:56:06 UTC,0000000000000000001120379cc39232ba694a4f200f2d2893edf69712a93896,1321758
